chunk_id,doc_id,title,department,access_level,text,created_at,updated_at
DOC0040_C01,DOC0040,Как подключиться к корпоративному Wi-Fi в офисе,IT,internal,"Для подключения к корпоративной сети Wi-Fi откройте список доступных беспроводных сетей на устройстве и выберите сеть с названием Corporate или Office. Убедитесь, что вы находитесь в зоне уверенного сигнала. Если сеть не отображается, попробуйте обновить список или перезапустить Wi-Fi на устройстве.",,
DOC0040_C02,DOC0040,Как подключиться к корпоративному Wi-Fi в офисе,IT,internal,"Авторизация в сети осуществляется с использованием корпоративной учётной записи. Введите логин и пароль, которые используются для входа в почту и внутренние системы. При первом подключении может потребоваться установка сертификата безопасности — следуйте инструкциям на экране.",,
DOC0040_C03,DOC0040,Как подключиться к корпоративному Wi-Fi в офисе,IT,internal,"Если появляется ошибка аутентификации, проверьте корректность пароля и убедитесь, что срок его действия не истёк. При смене пароля ранее сохранённые данные на устройстве необходимо обновить вручную, удалив старую сеть и подключившись заново.",,
DOC0040_C04,DOC0040,Как подключиться к корпоративному Wi-Fi в офисе,IT,internal,"Для гостей и подрядчиков используется отдельная гостевая сеть. Доступ к ней оформляется через сотрудника компании, который регистрирует посетителя в системе. Гостевая сеть не предоставляет доступа к внутренним ресурсам.",,
DOC0040_C05,DOC0040,Как подключиться к корпоративному Wi-Fi в офисе,IT,internal,"Если подключение к Wi-Fi нестабильно или отсутствует доступ к внутренним сервисам, обратитесь в IT-службу через сервис-деск. Укажите модель устройства, операционную систему и точное описание проблемы для ускорения диагностики.",,
DOC0041_C01,DOC0041,Как создать новую задачу в системе трекинга,OPS,internal,"Чтобы создать новую задачу, войдите в систему управления задачами под своей корпоративной учётной записью и выберите проект, к которому относится работа. Нажмите кнопку «Создать задачу» и заполните обязательные поля: краткое название, описание и тип задачи.",,
DOC0041_C02,DOC0041,Как создать новую задачу в системе трекинга,OPS,internal,"В описании задачи необходимо указать контекст, ожидаемый результат и критерии готовности. Если задача связана с ошибкой, добавьте шаги воспроизведения и фактическое поведение системы. Чем подробнее описание, тем меньше уточняющих вопросов возникнет у исполнителя.",,
DOC0041_C03,DOC0041,Как создать новую задачу в системе трекинга,OPS,internal,"Назначьте ответственное лицо и установите приоритет. Приоритет определяется влиянием на клиентов или сроки проекта. Если задача срочная, дополнительно уведомите исполнителя через рабочий канал связи.",,
DOC0041_C04,DOC0041,Как создать новую задачу в системе трекинга,OPS,internal,"При необходимости прикрепите файлы, скриншоты или ссылки на связанные документы. Убедитесь, что вложения не содержат конфиденциальных данных, доступ к которым ограничен.",,
DOC0041_C05,DOC0041,Как создать новую задачу в системе трекинга,OPS,internal,"После создания задачи следите за её статусом и своевременно отвечайте на комментарии исполнителя. Если приоритет или требования изменились, обновите описание и уведомите участников.",,
DOC0042_C01,DOC0042,"Что делать, если потерял пропуск в офис",OPS,internal,"Если вы обнаружили потерю пропуска, немедленно сообщите об этом в офис-менеджмент или службу безопасности. Это необходимо для оперативной блокировки доступа и предотвращения несанкционированного прохода в офис.",,
DOC0042_C02,DOC0042,"Что делать, если потерял пропуск в офис",OPS,internal,После уведомления сотрудник службы безопасности заблокирует утерянный пропуск в системе контроля доступа. До получения нового пропуска временный доступ может быть оформлен через администратора на ресепшене.,,
DOC0042_C03,DOC0042,"Что делать, если потерял пропуск в офис",OPS,internal,Для оформления нового пропуска необходимо подать заявку через внутреннюю систему или обратиться к ответственному сотруднику. В заявке укажите обстоятельства утраты и контактные данные для связи.,,
DOC0042_C04,DOC0042,"Что делать, если потерял пропуск в офис",OPS,internal,В случае обнаружения утерянного пропуска после блокировки его повторное использование невозможно. Старый пропуск должен быть передан в офис-менеджмент для утилизации.,,
DOC0042_C05,DOC0042,"Что делать, если потерял пропуск в офис",OPS,internal,Сотрудник несёт ответственность за сохранность выданного пропуска. Повторные случаи утраты могут повлечь дополнительную проверку или ограничения доступа.,,
DOC0043_C01,DOC0043,Как оформить срочную командировку,FIN,restricted,"Если возникла необходимость срочной командировки, сначала согласуйте поездку с непосредственным руководителем и подтвердите цель визита. В случае ограниченного времени допускается предварительное устное согласование с последующим оформлением заявки в системе.",,
DOC0043_C02,DOC0043,Как оформить срочную командировку,FIN,restricted,"В корпоративной системе создайте заявку на командировку с пометкой «Срочно». Укажите даты поездки, место назначения, ориентировочный бюджет и краткое обоснование срочности. Это ускорит рассмотрение заявки финансовым отделом.",,
DOC0043_C03,DOC0043,Как оформить срочную командировку,FIN,restricted,При отсутствии времени на стандартную процедуру бронирования допускается самостоятельная покупка билетов и бронирование проживания. В таком случае необходимо сохранить все подтверждающие документы для последующего отчёта.,,
DOC0043_C04,DOC0043,Как оформить срочную командировку,FIN,restricted,"После возвращения из поездки сотрудник обязан в установленный срок предоставить авансовый отчёт с приложением билетов, счетов и иных подтверждающих документов. Отсутствие документов может повлиять на компенсацию расходов.",,
DOC0043_C05,DOC0043,Как оформить срочную командировку,FIN,restricted,Даже при срочной поездке необходимо соблюдать внутренние лимиты расходов и требования политики командировок. При существенном превышении бюджета требуется дополнительное согласование.,,
DOC0044_C01,DOC0044,"Что делать, если не начислили зарплату или есть ошибка в расчёте",HR,restricted,"Если в день выплаты заработной платы средства не поступили на банковский счёт или сумма отличается от ожидаемой, прежде всего проверьте расчётный лист в HR-системе. В разделе «Начисления» отображаются оклад, премии, удержания и иные выплаты за текущий период. Обратите внимание на возможные изменения в налоговых удержаниях, отпускные, больничные или корректировки за предыдущие периоды.",,
DOC0044_C02,DOC0044,"Что делать, если не начислили зарплату или есть ошибка в расчёте",HR,restricted,"Если вы обнаружили расхождение между ожидаемой суммой и фактическим начислением, зафиксируйте конкретную разницу и предполагаемую причину. Например, отсутствие премии, некорректный учёт переработки или неверное количество рабочих дней. Подготовьте информацию до обращения в бухгалтерию — это ускорит проверку.",,
DOC0044_C03,DOC0044,"Что делать, если не начислили зарплату или есть ошибка в расчёте",HR,restricted,"Для уточнения создайте обращение через HR-систему в категории «Заработная плата и расчёты». В заявке укажите период, по которому возник вопрос, и приложите скриншот расчётного листа при необходимости. Срок рассмотрения обращения определяется внутренним регламентом и зависит от сложности ситуации.",,
DOC0044_C04,DOC0044,"Что делать, если не начислили зарплату или есть ошибка в расчёте",HR,restricted,"Если ошибка подтверждается, бухгалтерия инициирует корректировку начислений в следующем платёжном периоде или отдельным переводом. В случае технической задержки со стороны банка рекомендуется дополнительно проверить корректность реквизитов, указанных в HR-системе.",,
DOC0044_C05,DOC0044,"Что делать, если не начислили зарплату или есть ошибка в расчёте",HR,restricted,Запрещается обсуждать вопросы начисления заработной платы в общих чатах или передавать расчётные листы третьим лицам. Информация о доходах относится к конфиденциальной категории данных и обрабатывается только через официальные каналы взаимодействия с HR и бухгалтерией.,,
DOC0045_C01,DOC0045,"Что делать, если компьютер работает медленно",IT,internal,"Если рабочий компьютер начал работать заметно медленнее, чем обычно, сначала обратите внимание на признаки проблемы: долго открываются программы, зависает браузер, система не реагирует на действия или слышна постоянная работа вентилятора. Часто замедление связано с большим количеством одновременно запущенных приложений или обновлений, работающих в фоновом режиме.",,
DOC0045_C02,DOC0045,"Что делать, если компьютер работает медленно",IT,internal,"Откройте диспетчер задач и проверьте загрузку процессора, оперативной памяти и диска. Если один из показателей близок к максимальному значению, закройте ненужные программы или вкладки браузера. Иногда достаточно перезагрузить устройство, чтобы завершить зависшие процессы и освободить ресурсы.",,
DOC0045_C03,DOC0045,"Что делать, если компьютер работает медленно",IT,internal,"Замедление может быть вызвано автоматической установкой обновлений или антивирусной проверкой. В таком случае дождитесь завершения процесса и не выключайте устройство принудительно. Если проблема повторяется регулярно, возможно, требуется обновление программного обеспечения или диагностика оборудования.",,
DOC0045_C04,DOC0045,"Что делать, если компьютер работает медленно",IT,internal,Не рекомендуется самостоятельно устанавливать сторонние программы для «ускорения системы» или изменять системные настройки без согласования с IT. Такие действия могут привести к нестабильной работе или нарушению политики безопасности.,,
DOC0045_C05,DOC0045,"Что делать, если компьютер работает медленно",IT,internal,"Если после выполнения базовых шагов производительность не восстанавливается, создайте заявку в сервис-деск с описанием симптомов, времени возникновения проблемы и используемых программ. По возможности приложите скриншот показателей загрузки системы для ускорения диагностики.",,
DOC0046_C01,DOC0046,Как оформить удалённую работу на длительный период,HR,internal,"Если вы планируете работать удалённо более нескольких дней, необходимо заранее согласовать формат работы с непосредственным руководителем. Обсудите причины перехода на удалённый режим, предполагаемую продолжительность и влияние на текущие задачи. Важно убедиться, что формат работы не повлияет на сроки проектов и взаимодействие с командой.",,
DOC0046_C02,DOC0046,Как оформить удалённую работу на длительный период,HR,internal,"После предварительного согласования создайте заявку в HR-системе с указанием периода удалённой работы и контактных данных. В заявке рекомендуется указать рабочие часы, часовой пояс (если вы находитесь в другой стране) и способ связи в экстренных случаях.",,
DOC0046_C03,DOC0046,Как оформить удалённую работу на длительный период,HR,internal,"Перед началом удалённой работы убедитесь, что у вас есть стабильное интернет-соединение и доступ к корпоративным системам через VPN. Рабочее место должно соответствовать требованиям конфиденциальности: экран не должен быть доступен третьим лицам, а документы — храниться в защищённом виде.",,
DOC0046_C04,DOC0046,Как оформить удалённую работу на длительный период,HR,internal,В период удалённой работы сотрудник обязан быть доступен в согласованные часы и своевременно отвечать на сообщения коллег и клиентов. Встречи и совещания проводятся в онлайн-формате с использованием утверждённых корпоративных сервисов.,,
DOC0046_C05,DOC0046,Как оформить удалённую работу на длительный период,HR,internal,По окончании согласованного периода необходимо уведомить руководителя о возвращении к стандартному режиму работы или продлить удалённый формат через новую заявку. Несогласованное продление удалённой работы может рассматриваться как нарушение внутреннего порядка.,,
DOC0047_C01,DOC0047,Как подготовиться к встрече с новым клиентом,SALES,internal,"Перед первой встречей с новым клиентом изучите информацию о компании: сферу деятельности, масштаб бизнеса, ключевые продукты и возможные точки роста. Рекомендуется проверить официальный сайт, публичные отчёты и профиль компании в деловых источниках. Это позволит адаптировать презентацию под реальные потребности клиента.",,
DOC0047_C02,DOC0047,Как подготовиться к встрече с новым клиентом,SALES,internal,"Определите цель встречи заранее: первичное знакомство, уточнение требований, презентация решения или согласование коммерческих условий. Подготовьте краткую структуру разговора и список уточняющих вопросов, чтобы управлять диалогом и не упустить важные детали.",,
DOC0047_C03,DOC0047,Как подготовиться к встрече с новым клиентом,SALES,internal,"Если планируется демонстрация продукта, заранее проверьте работоспособность презентации, демо-версии и доступ к интернету. Желательно подготовить примеры кейсов или сценариев использования, которые релевантны отрасли клиента.",,
DOC0047_C04,DOC0047,Как подготовиться к встрече с новым клиентом,SALES,internal,"Во время встречи фиксируйте ключевые договорённости, требования и вопросы клиента. После завершения разговора направьте краткое резюме с подтверждением дальнейших шагов и сроков. Это снижает риск недопонимания и укрепляет доверие.",,
DOC0047_C05,DOC0047,Как подготовиться к встрече с новым клиентом,SALES,internal,"Если в процессе обсуждения возникают вопросы вне вашей зоны компетенции, не давайте неподтверждённых обещаний. Зафиксируйте вопрос и согласуйте ответ с техническими или финансовыми специалистами перед отправкой клиенту.",,
DOC0048_C01,DOC0048,"Что делать, если дедлайн проекта под угрозой",OPS,internal,"Если вы понимаете, что срок выполнения задачи или всего проекта может быть сорван, не откладывайте уведомление до последнего дня. Как только появляется риск задержки — нехватка ресурсов, изменение требований или технические сложности — необходимо зафиксировать проблему и оценить масштаб отклонения от плана.",,
DOC0048_C02,DOC0048,"Что делать, если дедлайн проекта под угрозой",OPS,internal,"Проанализируйте причины возможной задержки: недооценка объёма работ, зависимость от внешнего подрядчика, отсутствие согласования со стороны клиента или внутренние блокеры. Важно разделить объективные факторы и организационные проблемы, чтобы предложить реалистичный план корректировки.",,
DOC0048_C03,DOC0048,"Что делать, если дедлайн проекта под угрозой",OPS,internal,"Сообщите о риске руководителю проекта и заинтересованным сторонам с конкретными цифрами: сколько времени требуется дополнительно, какие задачи затронуты и какие последствия возможны. Избегайте формулировок без фактов — лучше предоставить чёткую оценку и варианты решения.",,
DOC0048_C04,DOC0048,"Что делать, если дедлайн проекта под угрозой",OPS,internal,"Возможные действия включают перераспределение задач внутри команды, временное увеличение ресурсов, сокращение объёма работ в рамках текущего релиза или согласование нового срока с заказчиком. Любые изменения должны быть зафиксированы в системе управления проектами.",,
DOC0048_C05,DOC0048,"Что делать, если дедлайн проекта под угрозой",OPS,internal,"После стабилизации ситуации рекомендуется провести краткий анализ причин отклонения от плана, чтобы избежать повторения подобных случаев. Выводы фиксируются в документации проекта и используются при оценке будущих сроков.",,
DOC0049_C01,DOC0049,Как запросить новое оборудование или замену ноутбука,IT,internal,"Если рабочий ноутбук устарел, регулярно зависает или не справляется с текущими задачами, необходимо оценить, связана ли проблема с программным обеспечением или ограничениями оборудования. Перед подачей заявки рекомендуется проверить загрузку системы, объём свободной памяти и состояние диска.",,
DOC0049_C02,DOC0049,Как запросить новое оборудование или замену ноутбука,IT,internal,"Для оформления запроса создайте заявку в сервис-деск в категории «Оборудование». Укажите модель текущего устройства, основные проблемы и обоснование необходимости замены. Если запрос связан с новыми рабочими задачами, опишите требования к производительности.",,
DOC0049_C03,DOC0049,Как запросить новое оборудование или замену ноутбука,IT,internal,"IT-служба может предложить предварительную диагностику или модернизацию устройства, например увеличение оперативной памяти или замену накопителя. Полная замена оборудования производится при подтверждении технической необходимости.",,
DOC0049_C04,DOC0049,Как запросить новое оборудование или замену ноутбука,IT,internal,"При согласовании нового устройства учитываются доступный бюджет, стандартные конфигурации компании и специфика задач сотрудника. Для разработчиков, дизайнеров или аналитиков могут использоваться разные типы конфигураций.",,
DOC0049_C05,DOC0049,Как запросить новое оборудование или замену ноутбука,IT,internal,"После одобрения заявки сотрудник получает уведомление о сроках поставки и передачи оборудования. Старое устройство подлежит возврату в IT-службу для диагностики, очистки данных и дальнейшего использования или списания.",,
DOC0050_C01,DOC0050,"Как действовать, если клиент недоволен качеством услуги",SUPPORT,internal,"Если клиент выражает недовольство качеством услуги, важно в первую очередь выслушать его позицию без перебивания и попыток сразу оправдаться. Зафиксируйте конкретные претензии: что именно не соответствует ожиданиям, в какой момент возникла проблема и какие последствия это повлекло для клиента.",,
DOC0050_C02,DOC0050,"Как действовать, если клиент недоволен качеством услуги",SUPPORT,internal,"Не вступайте в спор и не перекладывайте ответственность на других сотрудников или подразделения. Даже если проблема возникла по объективным причинам, клиент ожидает решения, а не объяснений внутренних процессов. Подтвердите, что вопрос будет рассмотрен и предложите конкретные шаги.",,
DOC0050_C03,DOC0050,"Как действовать, если клиент недоволен качеством услуги",SUPPORT,internal,"Передайте информацию ответственному руководителю или профильной команде, указав детали ситуации и возможные риски. Если проблема затрагивает условия договора или финансовые аспекты, дополнительно уведомите отдел продаж или юридическую службу.",,
DOC0050_C04,DOC0050,"Как действовать, если клиент недоволен качеством услуги",SUPPORT,internal,"После анализа ситуации подготовьте клиенту структурированный ответ: признание проблемы, описание предпринятых действий и срок окончательного решения. Если уместно, можно предложить компенсационные меры в рамках утверждённой политики компании.",,
DOC0050_C05,DOC0050,"Как действовать, если клиент недоволен качеством услуги",SUPPORT,internal,"После урегулирования конфликта рекомендуется провести внутренний разбор причин и зафиксировать выводы. Повторяющиеся жалобы могут указывать на системную проблему, требующую изменения процесса или стандарта обслуживания.",,
